French,Russian,ExampleFrench,ExampleRussian,Emoji,WordType
une chèvre,коза,La <b>chèvre</b> broute.,<b>Коза</b> пасётся.,🐐,f
un bataillon,батальон,Le <b>bataillon</b> avance.,<b>Батальон</b> наступает.,🪖,m
une autorisation,разрешение,J'ai l'<b>autorisation</b>.,У меня есть <b>разрешение</b>.,✅,f
un commentaire,комментарий,Sans <b>commentaire</b>.,Без <b>комментариев</b>.,💬,m
"aérien, aérienne",воздушный,Le transport <b>aérien</b>.,<b>Воздушный</b> транспорт.,✈️,adj
applaudir,аплодировать,Le public <b>applaudit</b>.,Публика <b>аплодирует</b>.,👏,v
injuste,несправедливый,C'est <b>injuste</b>.,Это <b>несправедливо</b>.,😤,adj
accélérer,ускорять,<b>Accélère</b> un peu.,<b>Ускорься</b> немного.,🚀,v
un hall,холл,Le <b>hall</b> de l'hôtel.,<b>Холл</b> отеля.,🏨,m
calculer,вычислять,<b>Calcule</b> le prix.,<b>Вычисли</b> цену.,🔢,v
adversaire,противник,Mon <b>adversaire</b> est fort.,Мой <b>противник</b> силён.,🥊,m
un miel,мёд,Du <b>miel</b> d'érable.,Кленовый <b>мёд</b>.,🍯,m
une conclusion,заключение,En <b>conclusion</b>...,В <b>заключение</b>...,📝,f
une grandeur,величие,La <b>grandeur</b> du pays.,<b>Величие</b> страны.,🏛️,f
une démarche,походка; шаг,Une <b>démarche</b> administrative.,<b>Административные</b> процедуры.,📋,f
"patient, patiente",терпеливый,Sois <b>patient</b>.,Будь <b>терпеливым</b>.,⏳,adj
photographe,фотограф,Le <b>photographe</b> prend une photo.,<b>Фотограф</b> делает снимок.,📷,m
un hommage,почтение,Rendre <b>hommage</b>.,Отдать <b>дань уважения</b>.,🙏,m
ancêtre,предок,Mes <b>ancêtres</b> venaient du Québec.,Мои <b>предки</b> были из Квебека.,👴,m
un coton,хлопок,Une chemise en <b>coton</b>.,Рубашка из <b>хлопка</b>.,👕,m
un symbole,символ,C'est un <b>symbole</b> de paix.,Это <b>символ</b> мира.,☮️,m
une garce,стерва (груб.),Quelle <b>garce</b> !,Какая <b>стерва</b>!,😤,f
admirable,восхитительный,C'est <b>admirable</b>.,Это <b>восхитительно</b>.,✨,adj
une arrestation,арест,L'<b>arrestation</b> du suspect.,<b>Арест</b> подозреваемого.,🚔,f
imprimer,печатать,<b>Imprime</b> le document.,<b>Распечатай</b> документ.,🖨️,v
"effrayant, effrayante",пугающий,C'est <b>effrayant</b>.,Это <b>пугающе</b>.,😱,adj
une vedette,звезда; катер,C'est une <b>vedette</b> du cinéma.,Это кино<b>звезда</b>.,⭐,f
une morale,мораль,La <b>morale</b> de l'histoire.,<b>Мораль</b> истории.,📖,f
une blouse,блузка; халат,Mets ta <b>blouse</b> blanche.,Надень белый <b>халат</b>.,🥼,f
"las, lasse",усталый; утомлённый,Je suis <b>las</b>.,Я <b>устал</b>.,😴,adj
une boisson,напиток,Une <b>boisson</b> fraîche.,Прохладный <b>напиток</b>.,🥤,f
chérir,лелеять,Je <b>chéris</b> ce souvenir.,Я <b>лелею</b> это воспоминание.,❤️,v
une caresse,ласка,Une douce <b>caresse</b>.,Нежная <b>ласка</b>.,🤗,f
un instituteur,учитель (началка),L'<b>instituteur</b> enseigne.,<b>Учитель</b> преподаёт.,👨‍🏫,m
une surveillance,наблюдение,Sous <b>surveillance</b>.,Под <b>наблюдением</b>.,👁️,f
un noeud,узел,Fais un <b>nœud</b>.,Завяжи <b>узел</b>.,🎀,m
rétablir,восстанавливать,<b>Rétablir</b> l'ordre.,<b>Восстановить</b> порядок.,🔧,v
"fatal, fatale",роковой,Une erreur <b>fatale</b>.,<b>Роковая</b> ошибка.,💀,adj
déployer,развёртывать,<b>Déploie</b> les troupes.,<b>Разверни</b> войска.,🪖,v
"ennemi, ennemie",вражеский,Le camp <b>ennemi</b>.,<b>Вражеский</b> лагерь.,⚔️,adj
"infini, infinie",бесконечный,L'univers est <b>infini</b>.,Вселенная <b>бесконечна</b>.,♾️,adj
arroser,поливать,<b>Arrose</b> les plantes.,<b>Полей</b> растения.,🌱,v
mater,подчинять; глазеть (разг.),Arrête de <b>mater</b> !,Хватит <b>пялиться</b>!,👀,v
détective,детектив,Le <b>détective</b> enquête.,<b>Детектив</b> расследует.,🔍,m
une coutume,обычай,C'est une vieille <b>coutume</b>.,Это старый <b>обычай</b>.,🎎,f
un objectif,цель; объектив,Quel est ton <b>objectif</b> ?,Какова твоя <b>цель</b>?,🎯,m
un compliment,комплимент,Merci pour le <b>compliment</b>.,Спасибо за <b>комплимент</b>.,😊,m
tragique,трагический,Une fin <b>tragique</b>.,<b>Трагический</b> конец.,😢,adj
une occupation,занятие; оккупация,Quelle est ton <b>occupation</b> ?,Чем ты <b>занимаешься</b>?,💼,f
un milliard,миллиард,Un <b>milliard</b> de dollars.,<b>Миллиард</b> долларов.,💰,m
une descente,спуск,La <b>descente</b> de police.,Полицейский <b>рейд</b>.,🚔,f
soviétique,советский,L'Union <b>soviétique</b>.,<b>Советский</b> Союз.,☭,adj
une bicyclette,велосипед,Je fais de la <b>bicyclette</b>.,Я катаюсь на <b>велосипеде</b>.,🚲,f
un refus,отказ,Son <b>refus</b> est clair.,Его <b>отказ</b> ясен.,🚫,m
une médaille,медаль,Il a gagné une <b>médaille</b>.,Он выиграл <b>медаль</b>.,🥇,f
un réseau,сеть,Le <b>réseau</b> social.,Социальная <b>сеть</b>.,🌐,m
une cheville,лодыжка,Je me suis tordu la <b>cheville</b>.,Я подвернул <b>лодыжку</b>.,🦶,f
"fabuleux, fabuleuse",сказочный,Une histoire <b>fabuleuse</b>.,<b>Сказочная</b> история.,✨,adj
un for,совесть (for intérieur),Dans mon <b>for</b> intérieur.,В глубине <b>души</b>.,💭,m
reproduire,воспроизводить,<b>Reproduis</b> ce dessin.,<b>Воспроизведи</b> этот рисунок.,🎨,v
une dose,доза,Une <b>dose</b> de médicament.,<b>Доза</b> лекарства.,💊,f
un géant,великан,C'est un <b>géant</b>.,Это <b>великан</b>.,🗿,m
une donne,расклад; раздача,La <b>donne</b> a changé.,<b>Расклад</b> изменился.,🃏,f
un führer,фюрер,Le <b>Führer</b> était un dictateur.,<b>Фюрер</b> был диктатором.,🚫,m
une tendance,тенденция,La nouvelle <b>tendance</b>.,Новая <b>тенденция</b>.,📈,f
une fraîcheur,свежесть,La <b>fraîcheur</b> du matin.,Утренняя <b>свежесть</b>.,🌅,f
une capacité,способность; ёмкость,Il a une grande <b>capacité</b>.,У него большая <b>способность</b>.,🧠,f
une intimité,интимность,Dans l'<b>intimité</b>.,В <b>интимной</b> обстановке.,🤫,f
une grotte,пещера,La <b>grotte</b> est sombre.,<b>Пещера</b> тёмная.,🕳️,f
un thème,тема,Le <b>thème</b> du film.,<b>Тема</b> фильма.,🎬,m
une paume,ладонь,La <b>paume</b> de la main.,<b>Ладонь</b> руки.,🤲,f
fendre,раскалывать,<b>Fends</b> le bois.,<b>Расколи</b> дрова.,🪓,v
un vertige,головокружение,J'ai le <b>vertige</b>.,У меня <b>кружится голова</b>.,😵,m
une philosophie,философия,La <b>philosophie</b> de vie.,<b>Философия</b> жизни.,🤔,f
agacer,раздражать,Ça m'<b>agace</b>.,Это меня <b>раздражает</b>.,😤,v
un abbé,аббат,L'<b>abbé</b> Pierre.,<b>Аббат</b> Пьер.,⛪,m
manoeuvre,манёвр; разнорабочий,Une <b>manœuvre</b> militaire.,Военный <b>манёвр</b>.,🪖,m
succéder,следовать; наследовать,Il <b>succède</b> à son père.,Он <b>наследует</b> отцу.,👑,v
un comble,верх; предел,C'est le <b>comble</b> !,Это <b>предел</b>!,😤,m
écouler,сбывать; протекать,Le temps s'<b>écoule</b>.,Время <b>течёт</b>.,⏳,v
border,окаймлять,Les arbres <b>bordent</b> la route.,Деревья <b>окаймляют</b> дорогу.,🌳,v
"reconnaissant, reconnaissante",благодарный,Je suis <b>reconnaissant</b>.,Я <b>благодарен</b>.,🙏,adj
rude,суровый,Un hiver <b>rude</b>.,<b>Суровая</b> зима.,❄️,adj
une discipline,дисциплина,La <b>discipline</b> militaire.,Военная <b>дисциплина</b>.,📋,f
"chrétien, chrétienne",христианский,La foi <b>chrétienne</b>.,<b>Христианская</b> вера.,✝️,adj
"grossier, grossière",грубый,Un mot <b>grossier</b>.,<b>Грубое</b> слово.,😬,adj
une clinique,клиника,La <b>clinique</b> est proche.,<b>Клиника</b> рядом.,🏥,f
conquérir,завоёвывать,<b>Conquérir</b> le monde.,<b>Завоевать</b> мир.,🌍,v
massacrer,истреблять,Ils ont été <b>massacrés</b>.,Их <b>истребили</b>.,⚔️,v
figer,застывать,Le sang s'est <b>figé</b>.,Кровь <b>застыла</b>.,❄️,v
pincer,щипать,<b>Pince</b>-moi.,<b>Ущипни</b> меня.,🤏,v
sympathique,симпатичный,Il est très <b>sympathique</b>.,Он очень <b>симпатичный</b>.,😊,adj
une élection,выборы,Les <b>élections</b> présidentielles.,Президентские <b>выборы</b>.,🗳️,f
un âne,осёл,L'<b>âne</b> brait.,<b>Осёл</b> кричит.,🫏,m
"rempli, remplie",наполненный,Le verre est <b>rempli</b>.,Стакан <b>полон</b>.,🥛,adj
une ruelle,переулок,Une petite <b>ruelle</b>.,Маленький <b>переулок</b>.,🏘️,f
un chaud,жара; тепло (субст.),Rester au <b>chaud</b>.,Оставаться в <b>тепле</b>.,🔥,m
déboucher,откупоривать; выходить,<b>Débouche</b> la bouteille.,<b>Открой</b> бутылку.,🍾,v
arabe,арабский,La langue <b>arabe</b>.,<b>Арабский</b> язык.,🇸🇦,adj
un barrage,плотина,Le <b>barrage</b> retient l'eau.,<b>Плотина</b> сдерживает воду.,🌊,m
piéger,ставить ловушку,On l'a <b>piégé</b>.,Его <b>поймали в ловушку</b>.,🪤,v
une encre,чернила,L'<b>encre</b> est bleue.,<b>Чернила</b> синие.,🖋️,f
relier,связывать; переплетать,<b>Relie</b> les deux points.,<b>Соедини</b> две точки.,🔗,v
"aigu, aiguë",острый,Une douleur <b>aiguë</b>.,<b>Острая</b> боль.,💢,adj
une perle,жемчужина,Un collier de <b>perles</b>.,Ожерелье из <b>жемчуга</b>.,📿,f
un reproche,упрёк,Sans <b>reproche</b>.,Без <b>упрёка</b>.,🤐,m
un nu,обнажённое тело; ню,Peindre un <b>nu</b>.,Писать <b>обнажённую натуру</b>.,🎨,m
un délire,бред,C'est du <b>délire</b>.,Это <b>бред</b>.,🤯,m
résonner,звучать; резонировать,La cloche <b>résonne</b>.,Колокол <b>звучит</b>.,🔔,v
un obus,снаряд,L'<b>obus</b> a explosé.,<b>Снаряд</b> взорвался.,💥,m
une admiration,восхищение,J'ai de l'<b>admiration</b> pour lui.,Я <b>восхищаюсь</b> им.,✨,f
démolir,сносить,<b>Démolir</b> le bâtiment.,<b>Снести</b> здание.,🏚️,v
un matelas,матрас,Un <b>matelas</b> confortable.,Удобный <b>матрас</b>.,🛏️,m
combler,заполнять; осыпать,Tu me <b>combles</b> de joie.,Ты <b>наполняешь</b> меня радостью.,😊,v
brusque,резкий,Un mouvement <b>brusque</b>.,<b>Резкое</b> движение.,⚡,adj
débattre,обсуждать,On va en <b>débattre</b>.,Мы это <b>обсудим</b>.,💬,v
un stylo,ручка,Prête-moi ton <b>stylo</b>.,Одолжи мне <b>ручку</b>.,🖊️,m
un cent,цент,"C'est pas cher, juste un <b>cent</b>.","Недорого, всего <b>цент</b>.",💰,m
vanter,хвалить; хвастаться,Ne te <b>vante</b> pas.,Не <b>хвастайся</b>.,😏,v
"gamin, gamine",мальчишеский,Un sourire <b>gamin</b>.,<b>Мальчишеская</b> улыбка.,😁,adj
déguiser,переодевать; маскировать,<b>Déguise</b>-toi en pirate.,<b>Переоденься</b> пиратом.,🏴‍☠️,v
basculer,опрокидываться,La chaise a <b>basculé</b>.,Стул <b>опрокинулся</b>.,🪑,v
une combinaison,комбинация; комбинезон,Une <b>combinaison</b> de plongée.,Гидро<b>костюм</b>.,🤿,f
un fonds,фонд; капитал,Un <b>fonds</b> d'investissement.,Инвестиционный <b>фонд</b>.,💰,m
"immédiat, immédiate",немедленный,Un effet <b>immédiat</b>.,<b>Немедленный</b> эффект.,⚡,adj
une saleté,грязь,Quelle <b>saleté</b> !,Какая <b>грязь</b>!,🗑️,f
